,A_UR: quality demands,A_User's programming ability,A_UR: need for model transparency,A_UR: Availability of a well documented library,A_UR: Computer operating system,A_Hardware: Number of workers/kernels for parallel computing,A_Production application area,A_Number of maximum function evaluations/ trials budget,A_Running time per trial [s],A_Total Computing Time [s],A_Machine Learning Algorithm,A_Obtainability of good approximate,A_Supports parallel evaluations,A_Dimensionality of HPs,A_Conditional HP space,A_HP datatypes,A_Availability of a warm-start HP configuration,A_Obtainability of gradients,A_Input Data,A_#Instances training dataset,A_Ratio training to test dataset,A_Noise in dataset,A_Training Technique,A_ML task,A_Detailed ML task,D_Default Values,D_Random Search,D_Grid Search,D_CMA-ES,D_PBT,D_HOAG,D_SMAC,D_TPE,D_GPBO,D_MTBO,D_BOHAMIANN,D_DNGO,D_SHA,D_HB,D_ASHA,D_FABOLAS,D_BOHB,D_HB-LCNet,del_UR: quality demands,del_User's programming ability,del_UR: need for model transparency,del_UR: Availability of a well documented library,del_UR: Computer operating system,del_Hardware: Number of workers/kernels for parallel computing,del_Production application area,del_Number of maximum function evaluations/ trials budget,del_Running time per trial [s],del_Total Computing Time [s],del_Machine Learning Algorithm,del_Obtainability of good approximate,del_Supports parallel evaluations,del_Dimensionality of HPs,del_Conditional HP space,del_HP datatypes,del_Availability of a warm-start HP configuration,del_Obtainability of gradients,del_Input Data,del_#Instances training dataset,del_Ratio training to test dataset,del_Noise in dataset,del_Training Technique,del_ML task,del_Detailed ML task,Antecedent_Importance
116,,,,,,,,<200,,,Synthetic Function,,,4.0:10,no,[continuous],,,,,,,Offline,,Synthetic Function,,,,,,,,,0.33333,,0.33333,0.33333,,,,,,,,,,,,,,0.5896047614388111,,,2.3584190457552445,,,0.0673834013072927,0.05183338562099439,0.14740119035970278,,,,,,,0.04101598340443904,,2.3584190457552445,
117,,,,,,,,<100,,,Logistic Regression,,,4.0:10,no,[continuous],,,Image Data,1000.0:100000,>4,,Offline,Multiclass Classification,Image Recognition,,,,,,,,,0.50000,,,0.50000,,,,,,,,,,,,,,3.1271757715114576,,,2.6804363755812495,,,0.26804363755812494,0.20618741350624997,0.5863454571583984,,,0.35401989866167444,0.28866237890874996,0.9875291910036181,,0.16315699677451084,0.280045591478638,0.3350545469476562,
118,,,,,,,,<50,,,Latent Dirichlet Allocation (HPOlib),,,1.0:3,no,[discrete],,,Text Data,,,,Offline,Text,,,,,,,,,,0.50000,,,0.50000,,,,,,,,,,,,,,2.237330936848184,,,2.237330936848184,,,0.35797294989570944,0.0983442170043158,2.237330936848184,,,2.237330936848184,,,,0.07782020649906728,2.237330936848184,,
119,,,,,,,,<100,,,Support Vector Machine,,,1.0:3,no,[discrete],,,Tabular Data,,,,Offline,Multiclass Classification,,,,,,,,0.25000,,0.25000,,0.25000,0.25000,,,,,,,,,,,,,,2.0019296950073078,,,0.6005789085021924,,,0.4804631268017539,0.13199536450597635,3.002894542510962,,,0.2859899564296154,,,,0.10444850582646824,0.17927728612005742,,
120,,,,,,,,<50,,,Support Vector Machine,,,1.0:3,no,[discrete],,,Tabular Data,<1000,1.0:4,,Offline,Multiclass Classification,,,,,,,,,,,0.50000,0.50000,,,,,,,,,,,,,,,2.665211575619316,,,0.5330423151238632,,,0.42643385209909057,0.11715215717007983,2.665211575619316,,,0.25382967386850624,1.7768077170795438,0.2600206415238357,,0.09270301132588925,0.15911710899219797,,
121,,,,,,,,>50,,,Support Vector Machine,,,1.0:3,no,[discrete],,,Tabular Data,<1000,1.0:4,,Offline,Multiclass Classification,,,0.05882,0.05882,0.05882,0.05882,0.05882,0.05882,0.05882,0.05882,0.05882,0.05882,0.05882,0.05882,0.05882,0.05882,0.05882,0.05882,0.05882,,,,,,,,3.0189470453534692,,,0.4528420568030204,,,0.3622736454424163,0.0995257267698946,2.264210284015102,,,0.21563907466810495,1.5094735226767346,0.2208985642941563,,0.07875514031356877,0.13517673337403593,,
122,,,,,,,,<50,,,Random Forest,,,4.0:10,no,"[discrete, nominal]",,,Tabular Data,<1000,1.0:4,,Offline,Binary Classification,Classification,,,,,,,,,,0.50000,0.50000,,,,,,,,,,,,,,,1.713855545663838,,,0.4032601283914913,,,0.09793460260936217,0.07533430969950937,1.3710844365310706,,,0.1632243376822703,1.142570363775892,0.16720541908915493,,0.059612366805698716,0.2636700839482828,3.427711091327676,
123,,,,,,,,>50,,,Random Forest,,,4.0:10,no,"[discrete, nominal]",,,Tabular Data,<1000,1.0:4,,Offline,Binary Classification,Classification,,0.05882,0.05882,0.05882,0.05882,0.05882,0.05882,0.05882,0.05882,0.05882,0.05882,0.05882,0.05882,0.05882,0.05882,0.05882,0.05882,0.05882,,,,,,,,2.158207332916804,,,0.38086011757355365,,,0.09249459998214875,0.07114969229396058,1.2949243997500826,,,0.15415766663691458,1.079103666458402,0.15791760972561983,,0.05630106085869924,0.24902392302886203,3.237310999375206,
124,,,,,,8,,,,1.0:100000,Convolutional Neural Net,,yes,4.0:10,no,"[continuous, discrete, nominal]",,,Image Data,1000.0:100000,>4,,Offline,Multiclass Classification,Image Recognition,,,,,,,,,,,0.50000,0.50000,,,,,,,,,,,,0.38593919151943556,,,,3.8593919151943554,0.21441066195524194,,0.1244965133933663,0.05513417021706222,0.04241090016697094,0.16779964848671108,,,0.07281871538102556,0.05937526023375932,0.20312589027338712,,0.03355992969734222,0.0576028644058859,0.06891771277132777,
125,,,,,,8,,,,100000.0:250000,Convolutional Neural Net,,yes,4.0:10,no,"[continuous, discrete, nominal]",,,Image Data,1000.0:100000,>4,,Offline,Multiclass Classification,Image Recognition,,,,,,,,,,,1.00000,,,,,,,,,,,,,0.38593919151943556,,,,3.8593919151943554,0.21441066195524194,,0.1244965133933663,0.05513417021706222,0.04241090016697094,0.16779964848671108,,,0.07281871538102556,0.05937526023375932,0.20312589027338712,,0.03355992969734222,0.0576028644058859,0.06891771277132777,
126,,,,,,8,,,,>250000,Convolutional Neural Net,,yes,4.0:10,no,"[continuous, discrete, nominal]",,,Image Data,1000.0:100000,>4,,Offline,Multiclass Classification,Image Recognition,,0.05882,0.05882,0.05882,0.05882,0.05882,0.05882,0.05882,0.05882,0.05882,0.05882,0.05882,0.05882,0.05882,0.05882,0.05882,0.05882,0.05882,,,,,,0.38593919151943556,,,,3.8593919151943554,0.21441066195524194,,0.1244965133933663,0.05513417021706222,0.04241090016697094,0.16779964848671108,,,0.07281871538102556,0.05937526023375932,0.20312589027338712,,0.03355992969734222,0.0576028644058859,0.06891771277132777,
127,,,,,,1,,,,1.0:150000,Convolutional Neural Net,,yes,4.0:10,no,"[continuous, discrete]",,,Image Data,1000.0:100000,>4,,Offline,Multiclass Classification,Image Recognition,,,,,,,,,,,,,0.25000,0.25000,0.25000,,0.25000,,,,,,,0.11504453161976408,,,,3.911514075071979,0.4346126750079976,,0.2523557467788373,0.11175754500205654,0.08596734230927426,0.18626257500342755,,,0.14760430471969732,0.12035427923298397,0.4117383236917872,,0.06802633174038224,0.1167616141812531,0.13969693125257066,
128,,,,,,1,,,,>150000,Convolutional Neural Net,,yes,4.0:10,no,"[continuous, discrete]",,,Image Data,1000.0:100000,>4,,Offline,Multiclass Classification,Image Recognition,,,,,,,,,,,,,0.25000,0.25000,0.25000,,0.25000,,,,,,,0.11504453161976408,,,,3.911514075071979,0.4346126750079976,,0.2523557467788373,0.11175754500205654,0.08596734230927426,0.18626257500342755,,,0.14760430471969732,0.12035427923298397,0.4117383236917872,,0.06802633174038224,0.1167616141812531,0.13969693125257066,
129,,,,,,1,,,,1.0:30000,Convolutional Neural Net,,yes,4.0:10,no,"[continuous, discrete]",,,Image Data,1000.0:100000,>4,,Offline,Multiclass Classification,Image Recognition,,,,,0.25000,,,,,,,,0.25000,0.25000,0.25000,,,,,,,,,0.056420308927044256,,,,3.8365810070390096,0.21314338927994497,,0.12376067764641967,0.05480830010055728,0.042160230846582526,0.09134716683426213,,,0.07238832088752849,0.059024323185215534,0.20192531615994785,,0.03336157397425226,0.05726240309013447,0.06851037512569659,
130,,,,,,1,,,,30000.0:90000,Convolutional Neural Net,,yes,4.0:10,no,"[continuous, discrete]",,,Image Data,1000.0:100000,>4,,Offline,Multiclass Classification,Image Recognition,,,,,0.20000,,,,,,,,0.20000,0.20000,0.20000,,0.20000,,,,,,,0.056420308927044256,,,,3.8365810070390096,0.21314338927994497,,0.12376067764641967,0.05480830010055728,0.042160230846582526,0.09134716683426213,,,0.07238832088752849,0.059024323185215534,0.20192531615994785,,0.03336157397425226,0.05726240309013447,0.06851037512569659,
131,,,,,,1,,,,>90000,Convolutional Neural Net,,yes,4.0:10,no,"[continuous, discrete]",,,Image Data,1000.0:100000,>4,,Offline,Multiclass Classification,Image Recognition,,,,,0.25000,,,,,,,,0.25000,,0.25000,,0.25000,,,,,,,0.11504453161976408,,,,3.911514075071979,0.4346126750079976,,0.2523557467788373,0.11175754500205654,0.08596734230927426,0.18626257500342755,,,0.14760430471969732,0.12035427923298397,0.4117383236917872,,0.06802633174038224,0.1167616141812531,0.13969693125257066,
132,,,,,,25,,,,1.0:60000,Convolutional Neural Net,,yes,4.0:10,no,"[continuous, discrete]",,,Image Data,1000.0:100000,>4,,Offline,Multiclass Classification,Image Recognition,,,,,1.00000,,,,,,,,,,,,,,,,,,,0.7670318504432142,,,,3.835159252216071,0.21306440290089282,,0.12371481458761519,0.05478798931737244,0.04214460716720957,0.09131331552895407,,,0.07236149532483152,0.0590024500340934,0.20185048695874055,,0.0333492108888354,0.05724118286889658,0.06848498664671555,
133,,,,,,25,,,,60000.0:90000,Convolutional Neural Net,,yes,4.0:10,no,"[continuous, discrete]",,,Image Data,1000.0:100000,>4,,Offline,Multiclass Classification,Image Recognition,,,,,,,,,,,,,,,1.00000,,,,,,,,,0.7670318504432142,,,,3.835159252216071,0.21306440290089282,,0.12371481458761519,0.05478798931737244,0.04214460716720957,0.09131331552895407,,,0.07236149532483152,0.0590024500340934,0.20185048695874055,,0.0333492108888354,0.05724118286889658,0.06848498664671555,
134,,,,,,25,,,,>90000,Convolutional Neural Net,,yes,4.0:10,no,"[continuous, discrete]",,,Image Data,1000.0:100000,>4,,Offline,Multiclass Classification,Image Recognition,,,,,,,,,,,,,0.33333,,0.33333,,0.33333,,,,,,,1.5124315882049058,,,,3.7810789705122643,0.42011988561247376,,0.24394057874272673,0.10803082772892184,0.08310063671455527,0.18005137954820305,,,0.14268222530234959,0.11634089140037737,0.39800831268550146,,0.06575789513934373,0.11286802897051534,0.1350385346611523,
135,,,,,,25,,,,1.0:150000,Convolutional Neural Net,,yes,4.0:10,no,"[continuous, discrete]",,,Image Data,1000.0:100000,>4,,Offline,Multiclass Classification,Image Recognition,,,,,0.50000,,,,,,,,,,0.50000,,,,,,,,,1.5124315882049058,,,,3.7810789705122643,0.42011988561247376,,0.24394057874272673,0.10803082772892184,0.08310063671455527,0.18005137954820305,,,0.14268222530234959,0.11634089140037737,0.39800831268550146,,0.06575789513934373,0.11286802897051534,0.1350385346611523,
136,,,,,,25,,,,>150000,Convolutional Neural Net,,yes,4.0:10,no,"[continuous, discrete]",,,Image Data,1000.0:100000,>4,,Offline,Multiclass Classification,Image Recognition,,,,,0.50000,,,,,,,,,,0.50000,,,,,,,,,1.5124315882049058,,,,3.7810789705122643,0.42011988561247376,,0.24394057874272673,0.10803082772892184,0.08310063671455527,0.18005137954820305,,,0.14268222530234959,0.11634089140037737,0.39800831268550146,,0.06575789513934373,0.11286802897051534,0.1350385346611523,
137,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.00000,,,,,,,,,,,,,0.047619047619047616,,,,,,,,,,,,,,
138,,,,,,,,,,1.0:86400,,no,,,no,[continuous],,,,,,,,,,,,,,,,,,1.00000,,,,,,,,,,,,,,,,,,,2.9074690598879207,,2.725752243644926,,,0.4792531417397672,1.362876121822463,,,,,,,,,,
139,,,,,,,,,,,,no,,>10,yes,,,,,,,,,,,,,,,,,0.50000,0.50000,,,,,,,,,,,,,,,,,,,,,,5.892556509887896,,3.771236166328254,3.771236166328254,,,,,,,,,,,
140,,,,,,,,,,>86400,,yes,,,,[continuous],,,,,,,,,,,,,1.00000,,,,,,,,,,,,,,,,,,,,,,,,2.3018618587143567,,0.21922493892517683,,,,0.1438663661696473,,,,,,,,,,
141,,,,,,,,,,.0,,,,,,,,,,,,,,,,1.00000,,,,,,,,,,,,,,,,,,,,,,,,,,,0.14285714285714285,,,,,,,,,,,,,,,,
142,,,,,,,,,,.0,,,,,,,,,,,,,,,,1.00000,,,,,,,,,,,,,,,,,,,,,,,,,,,0.14285714285714285,,,,,,,,,,,,,,,,
143,,,,,,,,,,.0,,,,,,,,,,,,,,,,1.00000,,,,,,,,,,,,,,,,,,,,,,,,,,,0.14285714285714285,,,,,,,,,,,,,,,,
144,,,,,,,,,,.0,,,,,,,,,,,,,,,,1.00000,,,,,,,,,,,,,,,,,,,,,,,,,,,0.14285714285714285,,,,,,,,,,,,,,,,
145,,,,,,,,,,.0,,,,,,,,,,,,,,,,1.00000,,,,,,,,,,,,,,,,,,,,,,,,,,,0.14285714285714285,,,,,,,,,,,,,,,,
146,,,,,,,,,,.0,,,,,,,,,,,,,,,,1.00000,,,,,,,,,,,,,,,,,,,,,,,,,,,0.14285714285714285,,,,,,,,,,,,,,,,
147,,,,,,,,,,.0,,,,,,,,,,,,,,,,1.00000,,,,,,,,,,,,,,,,,,,,,,,,,,,0.14285714285714285,,,,,,,,,,,,,,,,
148,,,,,,,,,,1.0:7200,,,,,,,,,,,,,,,,0.20000,,,,,,,,,,,,0.20000,0.20000,0.20000,,0.20000,,,,,,,,,,,0.125,,,,,,,,,,,,,,,,
149,,,,,,,,,,1.0:7200,,,,,,,,,,,,,,,,0.20000,,,,,,,,,,,,0.20000,0.20000,0.20000,,,,,,,,,,,,,0.125,,,,,,,,,,,,,,,,
150,,,,,,,,,,1.0:7200,,,,,,,,,,,,,,,,0.20000,,,,,,,,,,,,0.20000,0.20000,0.20000,,,,,,,,,,,,,0.125,,,,,,,,,,,,,,,,
151,,,,,,,,,,1.0:7200,,,,,,,,,,,,,,,,0.20000,,,,,,,,,,,,0.20000,0.20000,0.20000,,,,,,,,,,,,,0.125,,,,,,,,,,,,,,,,
152,,,,,,,,,,1.0:7200,,,,,,,,,,,,,,,,0.20000,,,,,,,,,,,,0.20000,0.20000,0.20000,,,,,,,,,,,,,0.125,,,,,,,,,,,,,,,,
153,,,,,,,,,,1.0:7200,,,,,,,,,,,,,,,,0.20000,,,,,,,,,,,,0.20000,0.20000,0.20000,,,,,,,,,,,,,0.125,,,,,,,,,,,,,,,,
154,,,,,,,,,,1.0:7200,,,,,,,,,,,,,,,,0.16667,,,,,,,,,,,,0.16667,0.16667,0.16667,0.16667,0.16667,,,,,,,,,,,0.125,,,,,,,,,,,,,,,,
155,,,,,,,,,,7200.0:172800,,,,,,,,,,,,,,,,0.08,,,,,0.08,0.08,0.08,,0.08,0.08,0.08,0.08,0.08,0.08,0.08,0.08,0.08,,,,,,,,,,0.1,,,,,,,,,,,,,,,,
156,,,,,,,,,,7200.0:172800,,,,,,,,,,,,,,,,0.07143,0.07143,,,,0.07143,0.07143,0.07143,,0.07143,0.07143,0.07143,0.07143,0.07143,0.07143,0.07143,0.07143,0.07143,,,,,,,,,,0.1,,,,,,,,,,,,,,,,
157,,,,,,,,,,7200.0:172800,,,,,,,,,,,,,,,,0.07143,0.07143,,,,0.07143,0.07143,0.07143,,0.07143,0.07143,0.07143,0.07143,0.07143,0.07143,0.07143,0.07143,0.07143,,,,,,,,,,0.1,,,,,,,,,,,,,,,,
158,,,,,,,,,,7200.0:172800,,,,,,,,,,,,,,,,0.07143,0.07143,,,,0.07143,0.07143,0.07143,,0.07143,0.07143,0.07143,0.07143,0.07143,0.07143,0.07143,0.07143,0.07143,,,,,,,,,,0.1,,,,,,,,,,,,,,,,
159,,,,,,,,,,7200.0:172800,,,,,,,,,,,,,,,,0.07143,0.07143,,,,0.07143,0.07143,0.07143,,0.07143,0.07143,0.07143,0.07143,0.07143,0.07143,0.07143,0.07143,0.07143,,,,,,,,,,0.1,,,,,,,,,,,,,,,,
160,,,,,,,,,,7200.0:172800,,,,,,,,,,,,,,,,0.07143,0.07143,,,,0.07143,0.07143,0.07143,,0.07143,0.07143,0.07143,0.07143,0.07143,0.07143,0.07143,0.07143,0.07143,,,,,,,,,,0.1,,,,,,,,,,,,,,,,
161,,,,,,,,,,7200.0:172800,,,,,,,,,,,,,,,,0.07143,0.07143,,,,0.07143,0.07143,0.07143,,0.07143,0.07143,0.07143,0.07143,0.07143,0.07143,0.07143,0.07143,0.07143,,,,,,,,,,0.1,,,,,,,,,,,,,,,,
162,,,,,,,,,,1.0:172800,,yes,,,,,,,,>100000,,,,,,,,,,,,,,,,,,0.16667,0.16667,0.16667,0.16667,0.16667,0.16667,,,,,,,,,,2.6119277276895674,,2.114417684320126,,,,,,,,4.440277137072265,,,,,,
163,,,,,,,,,,1.0:172800,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,0.16667,0.16667,0.16667,0.16667,0.16667,0.16667,,,,,,,,,,10.499999999999998,,8.499999999999998,,,,,,,,,,,,,,
164,,,,,,,,,,1.0:172801,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,0.16667,0.16667,0.16667,0.16667,0.16667,0.16667,,,,,,,,,,2.1,,0.09999999999999999,,,,,,,,,,,,,,
165,,,,,,,,,,1.0:172802,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,0.16667,0.16667,0.16667,0.16667,0.16667,0.16667,,,,,,,,,,2.1,,0.09999999999999999,,,,,,,,,,,,,,
166,,,,,,,,,,1.0:172803,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,0.16667,0.16667,0.16667,0.16667,0.16667,0.16667,,,,,,,,,,2.1,,0.09999999999999999,,,,,,,,,,,,,,
167,,,,,,,,,,1.0:172804,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,0.16667,0.16667,0.16667,0.16667,0.16667,0.16667,,,,,,,,,,2.1,,0.09999999999999999,,,,,,,,,,,,,,
168,,,,,,,,,,1.0:172805,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,0.16667,0.16667,0.16667,0.16667,0.16667,0.16667,,,,,,,,,,2.1,,0.09999999999999999,,,,,,,,,,,,,,
169,,,yes,,,,,,,,,,,,,,,,,,,,,,,0.33333,0.33333,0.33333,,,,,,,,,,,,,,,,,,0.14285714285714285,,,,,,,,,,,,,,,,,,,,,,,
170,,,yes,,,,,,,,,,,,,,,,,,,,,,,0.33333,0.33333,0.33333,,,,,,,,,,,,,,,,,,0.14285714285714285,,,,,,,,,,,,,,,,,,,,,,,
171,,,yes,,,,,,,,,,,,,,,,,,,,,,,0.33333,0.33333,0.33333,,,,,,,,,,,,,,,,,,0.14285714285714285,,,,,,,,,,,,,,,,,,,,,,,
172,,,yes,,,,,,,,,,,,,,,,,,,,,,,0.33333,0.33333,0.33333,,,,,,,,,,,,,,,,,,0.14285714285714285,,,,,,,,,,,,,,,,,,,,,,,
173,,,yes,,,,,,,,,,,,,,,,,,,,,,,0.33333,0.33333,0.33333,,,,,,,,,,,,,,,,,,0.14285714285714285,,,,,,,,,,,,,,,,,,,,,,,
174,,,yes,,,,,,,,,,,,,,,,,,,,,,,,0.50000,0.50000,,,,,,,,,,,,,,,,,,0.14285714285714285,,,,,,,,,,,,,,,,,,,,,,,
175,,,yes,,,,,,,,,,,,,,,,,,,,,,,0.25000,0.25000,0.25000,,0.25000,,,,,,,,,,,,,,,,0.14285714285714285,,,,,,,,,,,,,,,,,,,,,,,
176,,,,yes,,,,,,,,,,,,,,,,,,,,,,0.11111,0.11111,0.11111,0.11111,,,0.11111,0.11111,0.11111,,,,,0.11111,,,0.11111,,,,,0.08333333333333333,,,,,,,,,,,,,,,,,,,,,,
177,,,,yes,,,,,,,,,,,,,,,,,,,,,,0.11111,0.11111,0.11111,0.11111,,,0.11111,0.11111,0.11111,,,,,0.11111,,,0.11111,,,,,0.08333333333333333,,,,,,,,,,,,,,,,,,,,,,
178,,,,yes,,,,,,,,,,,,,,,,,,,,,,0.11111,0.11111,0.11111,0.11111,,,0.11111,0.11111,0.11111,,,,,0.11111,,,0.11111,,,,,0.08333333333333333,,,,,,,,,,,,,,,,,,,,,,
179,,,,yes,,,,,,,,,,,,,,,,,,,,,,0.11111,0.11111,0.11111,0.11111,,,0.11111,0.11111,0.11111,,,,,0.11111,,,0.11111,,,,,0.08333333333333333,,,,,,,,,,,,,,,,,,,,,,
180,,,,yes,,,,,,,,,,,,,,,,,,,,,,0.11111,0.11111,0.11111,0.11111,,,0.11111,0.11111,0.11111,,,,,0.11111,,,0.11111,,,,,0.08333333333333333,,,,,,,,,,,,,,,,,,,,,,
181,,,,yes,,,,,,,,,,,,,,,,,,,,,,0.11111,0.11111,0.11111,0.11111,,,0.11111,0.11111,0.11111,,,,,0.11111,,,0.11111,,,,,0.08333333333333333,,,,,,,,,,,,,,,,,,,,,,
182,,,,yes,,,,,,,,,,,,,,,,,,,,,,0.11111,0.11111,0.11111,0.11111,,,0.11111,0.11111,0.11111,,,,,0.11111,,,0.11111,,,,,0.08333333333333333,,,,,,,,,,,,,,,,,,,,,,
183,,,,,,1,,,,1.0:172800,,,,,,,,,,,,,,,,0.20000,,,,0.20000,,0.20000,,,,,,,0.20000,,,0.20000,,,,,,,0.6666666666666667,,,,2.666666666666667,,,,,,,,,,,,,,,,
184,,,,,,1,,,,1.0:172800,,,,,,,,,,,,,,,,0.25000,,,,,,0.25000,,,,,,,0.25000,,,0.25000,,,,,,,0.6666666666666667,,,,2.666666666666667,,,,,,,,,,,,,,,,
185,,,,,,1,,,,1.0:172800,,,,,,,,,,,,,,,,0.25000,,,,,,0.25000,,,,,,,0.25000,,,0.25000,,,,,,,0.6666666666666667,,,,2.666666666666667,,,,,,,,,,,,,,,,
186,,,,,,1,,,,1.0:172800,,,,,,,,,,,,,,,,0.25000,,,,,,0.25000,,,,,,,0.25000,,,0.25000,,,,,,,0.6666666666666667,,,,2.666666666666667,,,,,,,,,,,,,,,,
187,,,,,,1,,,,1.0:172800,,,,,,,,,,,,,,,,0.25000,,,,,,0.25000,,,,,,,0.25000,,,0.25000,,,,,,,0.6666666666666667,,,,2.666666666666667,,,,,,,,,,,,,,,,
188,,,,,,1,,,,1.0:172800,,,,,,,,,,,,,,,,0.25000,,,,,,0.25000,,,,,,,0.25000,,,0.25000,,,,,,,0.6666666666666667,,,,2.666666666666667,,,,,,,,,,,,,,,,
189,,,,,,1,,,,1.0:172800,,,,,,,,,,,,,,,,0.25000,,,,,,0.25000,,,,,,,0.25000,,,0.25000,,,,,,,0.6666666666666667,,,,2.666666666666667,,,,,,,,,,,,,,,,
190,,,,,,1,,,,1.0:172800,,,,,,,,,,,,,,,,,,,,0.25000,,0.25000,,,,,,,0.25000,,,0.25000,,,,,,,0.6666666666666667,,,,2.666666666666667,,,,,,,,,,,,,,,,
191,,,,,,>1,,,,,,,,,,,,,,,,,,,,,0.14286,0.14286,0.14286,0.14286,,,,,,,,0.14286,0.14286,0.14286,,,,,,,,,0.04,,,,,,,,,,,,,,,,,,,,
192,,,,,,>1,,,,,,,,,,,,,,,,,,,,,0.14286,0.14286,0.14286,0.14286,,,,,,,,0.14286,0.14286,0.14286,,,,,,,,,0.04,,,,,,,,,,,,,,,,,,,,
193,,,,,,>1,,,,,,,,,,,,,,,,,,,,,0.14286,0.14286,0.14286,0.14286,,,,,,,,0.14286,0.14286,0.14286,,,,,,,,,0.04,,,,,,,,,,,,,,,,,,,,
194,,,,,,>1,,,,,,,,,,,,,,,,,,,,,0.14286,0.14286,0.14286,0.14286,,,,,,,,0.14286,0.14286,0.14286,,,,,,,,,0.04,,,,,,,,,,,,,,,,,,,,
195,,,,,,>1,,,,,,,,,,,,,,,,,,,,,0.14286,0.14286,0.14286,0.14286,,,,,,,,0.14286,0.14286,0.14286,,,,,,,,,0.04,,,,,,,,,,,,,,,,,,,,
196,,,,,,>1,,,,,,,,,,,,,,,,,,,,,0.14286,0.14286,0.14286,0.14286,,,,,,,,0.14286,0.14286,0.14286,,,,,,,,,0.04,,,,,,,,,,,,,,,,,,,,
197,,,,,,>1,,,,,,,,,,,,,,,,,,,,,0.14286,0.14286,0.14286,0.14286,,,,,,,,0.14286,0.14286,0.14286,,,,,,,,,0.04,,,,,,,,,,,,,,,,,,,,
198,,,,,,>1,,,,>7200,,,,,,,,,,,,,,,,,,,0.33333,0.33333,,,,,,,,,0.33333,,,,,,,,,,0.7777777777777779,,,,2.777777777777778,,,,,,,,,,,,,,,,
199,,,,,,>1,,,,>7200,,,,,,,,,,,,,,,,,,,0.50000,0.50000,,,,,,,,,,,,,,,,,,,0.7777777777777779,,,,2.777777777777778,,,,,,,,,,,,,,,,
200,,,,,,>1,,,,>7200,,,,,,,,,,,,,,,,,,,0.50000,0.50000,,,,,,,,,,,,,,,,,,,0.7777777777777779,,,,2.777777777777778,,,,,,,,,,,,,,,,
201,,,,,,>1,,,,>7200,,,,,,,,,,,,,,,,,,,0.50000,0.50000,,,,,,,,,,,,,,,,,,,0.7777777777777779,,,,2.777777777777778,,,,,,,,,,,,,,,,
202,,,,,,>1,,,,>7200,,,,,,,,,,,,,,,,,,,0.50000,0.50000,,,,,,,,,,,,,,,,,,,0.7777777777777779,,,,2.777777777777778,,,,,,,,,,,,,,,,
203,,,,,,>1,,,,>7200,,,,,,,,,,,,,,,,,,,0.50000,0.50000,,,,,,,,,,,,,,,,,,,0.7777777777777779,,,,2.777777777777778,,,,,,,,,,,,,,,,
204,,,,,,>1,,,,>7200,,,,,,,,,,,,,,,,,,,0.50000,0.50000,,,,,,,,,,,,,,,,,,,0.7777777777777779,,,,2.777777777777778,,,,,,,,,,,,,,,,
205,,,,,,>1,,,,1.0:172800,,,,,,,,,,,,,,,,0.20000,0.20000,,,,,,,,,,,0.20000,0.20000,,,0.20000,,,,,,,4.250000000000001,,,,6.250000000000001,,,,,,,,,,,,,,,,
206,,,,,,>1,,,,1.0:172800,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.33333,0.33333,,,0.33333,,,,,,,4.250000000000001,,,,6.250000000000001,,,,,,,,,,,,,,,,
207,,,,,,>1,,,,1.0:172800,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.33333,0.33333,,,0.33333,,,,,,,4.250000000000001,,,,6.250000000000001,,,,,,,,,,,,,,,,
208,,,,,,>1,,,,1.0:172800,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.33333,0.33333,,,0.33333,,,,,,,4.250000000000001,,,,6.250000000000001,,,,,,,,,,,,,,,,
209,,,,,,>1,,,,1.0:172800,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.33333,0.33333,,,0.33333,,,,,,,4.250000000000001,,,,6.250000000000001,,,,,,,,,,,,,,,,
210,,,,,,>1,,,,1.0:172800,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.33333,0.33333,,,0.33333,,,,,,,4.250000000000001,,,,6.250000000000001,,,,,,,,,,,,,,,,
211,,,,,,>1,,,,1.0:172800,,,,,,,,,,,,,,,,,0.25000,,,,,,,,,,,0.25000,0.25000,,,0.25000,,,,,,,4.250000000000001,,,,6.250000000000001,,,,,,,,,,,,,,,,
212,,,,,,,,,,,,,,1.0:3,,,,,,,,,,,,,0.50000,0.50000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.04,,,,,,,,,,,,
213,,,,,,,,,,,,,,1.0:3,,,,,,,,,,,,,0.33333,0.33333,,,,,,0.33333,,,,,,,,,,,,,,,,,,,,,,,0.04,,,,,,,,,,,,
